Date,Home Team,Home Points,Away Team,Away Points
2025-01-18,Furman,71,Chattanooga,75
2025-01-18,Kennesaw St.,78,Louisiana Tech,76
2025-01-18,Jacksonville St.,70,Sam Houston,62
2025-01-18,Texas St.,85,Southern Miss.,82
2025-01-18,South Dakota St.,84,Oral Roberts,70
2025-01-18,Bethune-Cookman,83,Mississippi Val.,58
2025-01-18,Prairie View,70,Jackson St.,79
2025-01-18,Samford,60,ETSU,65
2025-01-18,Texas Southern,66,Alcorn,57
2025-01-18,Florida A&M,86,Ark.-Pine Bluff,76
2025-01-18,Nevada,75,San Jose St.,64
2025-01-18,Washington St.,92,Portland,70
2025-01-18,UIW,63,A&M-Corpus Christi,69
2025-01-18,Indiana St.,53,Drake,71
2025-01-18,NC State,62,California,65
2025-01-18,Wofford,69,Mercer,49
2025-01-18,Mississippi St.,84,Ole Miss,81
2025-01-18,Missouri,83,Arkansas,65
2025-01-18,Southern Ill.,73,UNI,49
2025-01-18,High Point,77,Presbyterian,66
2025-01-18,Lipscomb,88,Austin Peay,60
2025-01-18,Wichita St.,72,East Carolina,75
2025-01-18,Middle Tenn.,71,Western Ky.,57
2025-01-18,Abilene Christian,54,California Baptist,60
2025-01-18,Idaho,83,Eastern Wash.,76
2025-01-18,Liberty,68,New Mexico St.,60
2025-01-18,Long Beach St.,67,Cal St. Fullerton,83
2025-01-18,Eastern Ky.,72,Bellarmine,69
2025-01-18,Marist,57,Rider,64
2025-01-18,Boston College,63,Duke,88
2025-01-18,UC Riverside,85,UC San Diego,81
2025-01-18,Seton Hall,51,St. John's (NY),79
2025-01-18,Seattle U,75,Southern Utah,52
2025-01-18,Idaho St.,86,Montana,61
2025-01-18,San Diego St.,68,UNLV,76
2025-01-18,St. Thomas (MN),74,Denver,62
2025-01-18,Northern Ariz.,69,Portland St.,80
2025-01-18,Northern Colo.,68,Sacramento St.,64
2025-01-18,Grand Canyon,88,Tarleton St.,64
2025-01-18,Texas A&M,68,LSU,57
2025-01-18,Gonzaga,99,Santa Clara,103
2025-01-18,LMU (CA),77,San Diego,70
2025-01-18,Weber St.,71,Montana St.,80
2025-01-18,Utah,73,BYU,72
2025-01-18,UC Irvine,101,Cal Poly,71
2025-01-18,San Francisco,81,Oregon St.,70
2025-01-18,Pepperdine,50,Saint Mary's (CA),74
2025-01-19,Hawaii,81,CSU Bakersfield,70
2025-01-19,Maryland,69,Nebraska,66
2025-01-19,Michigan St.,80,Illinois,78
2025-01-19,Green Bay,69,Youngstown St.,73
2025-01-19,Temple,80,Tulane,77
2025-01-19,Fla. Atlantic,75,Rice,73
2025-01-19,IU Indy,62,Cleveland St.,73
2025-01-19,Michigan,80,Northwestern,76
2025-01-19,Massachusetts,82,La Salle,60
2025-01-19,Milwaukee,79,Robert Morris,81
2025-01-19,Charlotte,68,Memphis,77
2025-01-19,Baylor,71,TCU,74
2025-01-20,UNCW,85,William & Mary,74
2025-01-20,Wagner,70,Saint Francis,68
2025-01-20,Cornell,82,Brown,83
2025-01-20,Princeton,71,Columbia,67
2025-01-20,Harvard,67,Penn,82
2025-01-20,LIU,72,Mercyhurst,63
2025-01-20,East Texas A&M,68,Southeastern La.,76
2025-01-20,Northwestern St.,73,New Orleans,61
2025-01-20,Yale,83,Dartmouth,67
2025-01-20,Prairie View,70,Alcorn,78
2025-01-20,Nicholls,74,Lamar University,78
2025-01-20,Drexel,60,Hofstra,55
2025-01-20,McNeese,79,SFA,59
2025-01-20,Texas Southern,81,Jackson St.,73
2025-01-20,Howard,76,Morehouse,79
2025-01-20,UIW,78,UTRGV,85
2025-01-20,New Mexico,95,Fresno St.,67
2025-01-20,Norfolk St.,105,Washington Adventist,42
2025-01-20,Villanova,63,Georgetown,64
2025-01-20,Penn St.,80,Rutgers,72
2025-01-20,Bethune-Cookman,73,Ark.-Pine Bluff,64
2025-01-20,Colgate,87,Bucknell,80
2025-01-20,Chicago St.,48,FDU,58
2025-01-20,Houston Christian,76,A&M-Corpus Christi,72
2025-01-20,Florida A&M,83,Mississippi Val.,53
2025-01-20,Le Moyne,73,Stonehill,72
2025-01-20,N.C. A&T,73,Hampton,74
2025-01-20,Montana,72,Idaho,67
2025-01-20,Montana St.,74,Eastern Wash.,64
2025-01-21,Eastern Mich.,94,Ohio,87
2025-01-21,Tennessee,68,Mississippi St.,56
2025-01-21,Central Mich.,80,Ball St.,82
2025-01-21,Western Mich.,72,NIU,70
2025-01-21,Miami (OH),84,Bowling Green,76
2025-01-21,Toledo,64,Kent St.,83
2025-01-21,Alabama,103,Vanderbilt,87
2025-01-21,Virginia,74,Boston College,56
2025-01-21,UConn,80,Butler,78
2025-01-21,Buffalo,58,Akron,90
2025-01-21,Rhode Island,57,VCU,81
2025-01-21,Davidson,61,Saint Joseph's,78
2025-01-21,Duquesne,62,Dayton,82
2025-01-21,Cincinnati,71,Texas Tech,81
2025-01-21,St. Bonaventure,62,George Mason,75
2025-01-21,Purdue,70,Ohio St.,73
2025-01-21,Belmont,77,Bradley,89
2025-01-21,UAB,81,UTSA,78
2025-01-21,Illinois St.,85,Indiana St.,81
2025-01-21,Seton Hall,59,Marquette,76
2025-01-21,UNI,79,Missouri St.,68
2025-01-21,Iowa St.,108,UCF,83
2025-01-21,Tulsa,76,East Carolina,85
2025-01-21,Tennessee St.,81,UT Martin,80
2025-01-21,Texas,61,Missouri,53
2025-01-21,DePaul,49,Creighton,73
2025-01-21,Wake Forest,67,North Carolina,66
2025-01-21,Oklahoma St.,78,Arizona,92
2025-01-21,West Virginia,57,Arizona St.,65
2025-01-21,SMU,73,Louisville,98
2025-01-21,Iowa,67,Minnesota,72
2025-01-21,UCLA,85,Wisconsin,83
2025-01-21,Oregon,82,Washington,71
2025-01-21,Colorado,67,BYU,83
2025-01-21,UNLV,61,Wyoming,63
2025-01-22,Holy Cross,71,Army West Point,76
2025-01-22,VMI,91,Furman,82
2025-01-22,Houston,70,Utah,36
2025-01-22,Youngstown St.,70,Robert Morris,72
2025-01-22,Massachusetts,74,George Washington,61
2025-01-22,Clemson,86,Syracuse,72
2025-01-22,Loyola Maryland,59,Lafayette,80
2025-01-22,Green Bay,77,IU Indy,86
2025-01-22,Oakland,76,Purdue Fort Wayne,72
2025-01-22,Wright St.,79,Milwaukee,95
2025-01-22,Wofford,79,The Citadel,68
2025-01-22,South Carolina,69,Florida,70
2025-01-22,Northwestern,79,Indiana,70
2025-01-22,Southern Ill.,64,Murray St.,74
2025-01-22,Navy,62,Boston U.,47
2025-01-22,Georgia Tech,71,Virginia Tech,64
2025-01-22,Cleveland St.,65,Detroit Mercy,50
2025-01-22,UNC Greensboro,78,Mercer,79
2025-01-22,St. John's (NY),79,Xavier,71
2025-01-22,American,68,Lehigh,67
2025-01-22,Old Dominion,60,James Madison,74
2025-01-22,Gardner-Webb,53,UNC Asheville,61
2025-01-22,Radford,74,Longwood,77
2025-01-22,ETSU,85,Western Caro.,58
2025-01-22,USC Upstate,77,High Point,86
2025-01-22,TCU,61,Kansas,74
2025-01-22,Charlotte,69,South Fla.,61
2025-01-22,Drake,81,Valparaiso,71
2025-01-22,Presbyterian,71,Charleston So.,61
2025-01-22,Loyola Chicago,70,Fordham,66
2025-01-22,Saint Louis,64,La Salle,52
2025-01-22,Evansville,67,UIC,78
2025-01-22,North Texas,76,Temple,67
2025-01-22,Colorado St.,75,Boise St.,72
2025-01-22,California,77,Florida St.,68
2025-01-22,Arkansas,68,Georgia,65
2025-01-22,Nebraska,73,Southern California,78
2025-01-22,Ole Miss,62,Texas A&M,63
2025-01-22,Baylor,70,Kansas St.,62
2025-01-22,Utah St.,90,Nevada,69
2025-01-22,Air Force,76,San Diego St.,77
2025-01-22,Stanford,88,Miami (FL),51
2025-01-23,Ga. Southern,85,Coastal Carolina,58
2025-01-23,Louisiana,74,Texas St.,89
2025-01-23,William & Mary,94,Hampton,83
2025-01-23,UMass Lowell,85,Maine,86
2025-01-23,UAlbany,87,UMBC,92
2025-01-23,Niagara,65,Marist,67
2025-01-23,Bellarmine,61,FGCU,77
2025-01-23,Canisius,84,Sacred Heart,93
2025-01-23,Georgia St.,79,Marshall,92
2025-01-23,Northeastern,70,Drexel,61
2025-01-23,Elon,83,Monmouth,71
2025-01-23,Queens (NC),81,North Florida,90
2025-01-23,Eastern Ky.,66,Stetson,67
2025-01-23,Hofstra,93,Delaware,68
2025-01-23,Rider,67,Iona,73
2025-01-23,Towson,83,N.C. A&T,67
2025-01-23,Siena,82,Mount St. Mary's,68
2025-01-23,North Ala.,74,Lipscomb,64
2025-01-23,Manhattan,84,Fairfield,87
2025-01-23,New Hampshire,76,Bryant,95
2025-01-23,Louisiana Tech,77,Western Ky.,67
2025-01-23,West Ga.,62,Jacksonville,79
2025-01-23,Memphis,61,Wichita St.,53
2025-01-23,Vermont,68,NJIT,64
2025-01-23,Chattanooga,69,Samford,73
2025-01-23,Saint Peter's,37,Merrimack,48
2025-01-23,Col. of Charleston,83,UNCW,85
2025-01-23,Stony Brook,54,Campbell,79
2025-01-23,Sam Houston,75,Middle Tenn.,77
2025-01-23,Central Ark.,71,Austin Peay,73
2025-01-23,Kansas City,64,South Dakota St.,65
2025-01-23,North Dakota,93,South Dakota,102
2025-01-23,Oral Roberts,68,Denver,70
2025-01-23,UT Arlington,65,Seattle U,56
2025-01-23,Abilene Christian,67,Tarleton St.,56
2025-01-23,Omaha,89,St. Thomas (MN),78
2025-01-23,Southern Utah,59,Grand Canyon,74
2025-01-23,SIUE,82,Southern Ind.,76
2025-01-23,Western Ill.,51,Little Rock,62
2025-01-23,Lindenwood,72,Southeast Mo. St.,68
2025-01-23,Tennessee St.,89,Tennessee Tech,77
2025-01-23,New Mexico St.,56,Kennesaw St.,69
2025-01-23,Arkansas St.,65,App State,55
2025-01-23,Eastern Ill.,66,Morehead St.,73
2025-01-23,UTEP,66,Jacksonville St.,73
2025-01-23,Idaho,77,Northern Colo.,76
2025-01-23,Eastern Wash.,61,Northern Ariz.,70
2025-01-23,UC Davis,68,Hawaii,66
2025-01-23,Saint Mary's (CA),71,San Francisco,51
2025-01-23,Illinois,70,Maryland,91
2025-01-23,Oregon St.,83,Pepperdine,63
2025-01-23,Sacramento St.,75,Idaho St.,71
2025-01-23,CSUN,86,Long Beach St.,76
2025-01-23,Cal St. Fullerton,68,CSU Bakersfield,71
2025-01-23,UC Riverside,84,UC Irvine,80
2025-01-23,Portland St.,74,Weber St.,56
2025-01-23,California Baptist,69,Utah Valley,74
2025-01-23,UC San Diego,77,UC Santa Barbara,63
2025-01-23,Pacific,68,LMU (CA),73
2025-01-23,Portland,92,San Diego,82
2025-01-23,Santa Clara,93,Washington St.,65
2025-01-24,Youngstown St.,112,Penn St.-Shenango,63
2025-01-24,Bowling Green,71,Toledo,84
2025-01-24,Saint Francis,74,LIU,64
2025-01-24,Northern Ky.,59,Milwaukee,79
2025-01-24,Le Moyne,70,Central Conn. St.,93
2025-01-24,Marquette,87,Villanova,74
2025-01-24,Ohio,61,Kent St.,59
2025-01-24,Mercyhurst,71,Wagner,66
2025-01-24,Stonehill,75,Chicago St.,73
2025-01-24,Dayton,77,Saint Joseph's,72
2025-01-24,Purdue,91,Michigan,64
2025-01-24,Iowa,76,Penn St.,75
2025-01-24,VCU,75,St. Bonaventure,61
2025-01-24,Washington,60,UCLA,65
2025-01-25,Hofstra,67,Campbell,69
2025-01-25,NC State,57,SMU,63
2025-01-25,Stony Brook,89,N.C. A&T,74
2025-01-25,Providence,78,Georgetown,68
2025-01-25,Syracuse,73,Pittsburgh,77
2025-01-25,Norfolk St.,92,Howard,75
2025-01-25,Vermont,63,UMBC,80
2025-01-25,Boston U.,85,Bucknell,82
2025-01-25,Wright St.,67,Detroit Mercy,50
2025-01-25,East Carolina,64,South Fla.,55
2025-01-25,VMI,57,UNC Greensboro,60
2025-01-25,Queens (NC),77,Jacksonville,87
2025-01-25,South Carolina,60,Mississippi St.,65
2025-01-25,Iona,72,Siena,68
2025-01-25,Canisius,47,Marist,70
2025-01-25,The Citadel,78,Western Caro.,80
2025-01-25,Indiana St.,56,UNI,74
2025-01-25,Rutgers,74,Michigan St.,81
2025-01-25,Creighton,79,Seton Hall,54
2025-01-25,Niagara,77,Sacred Heart,86
2025-01-25,William & Mary,78,Monmouth,73
2025-01-25,Bradley,61,Illinois St.,57
2025-01-25,La Salle,70,Rhode Island,64
2025-01-25,Arizona St.,61,Iowa St.,76
2025-01-25,UMass Lowell,97,New Hampshire,80
2025-01-25,Central Ark.,55,Lipscomb,68
2025-01-25,High Point,84,Winthrop,62
2025-01-25,Robert Morris,73,Oakland,71
2025-01-25,Drexel,67,Delaware,54
2025-01-25,Bryant,83,Binghamton,69
2025-01-25,George Washington,67,Saint Louis,61
2025-01-25,IU Indy,80,Purdue Fort Wayne,91
2025-01-25,West Ga.,92,North Florida,72
2025-01-25,Eastern Mich.,90,Buffalo,77
2025-01-25,Loyola Maryland,65,Holy Cross,70
2025-01-25,Quinnipiac,75,Rider,64
2025-01-25,Penn,93,Columbia,78
2025-01-25,Yale,84,Harvard,55
2025-01-25,Brown,83,Dartmouth,84
2025-01-25,Akron,102,Miami (OH),75
2025-01-25,Princeton,76,Cornell,85
2025-01-25,North Carolina,102,Boston College,96
2025-01-25,Vanderbilt,74,Kentucky,69
2025-01-25,Texas,70,Texas A&M,69
2025-01-25,Rice,71,Tulane,82
2025-01-25,UNLV,73,New Mexico,75
2025-01-25,Longwood,80,USC Upstate,54
2025-01-25,UIC,85,Southern Ill.,89
2025-01-25,Arizona,78,Colorado,63
2025-01-25,Idaho,72,Northern Ariz.,80
2025-01-25,Bellarmine,76,Stetson,81
2025-01-25,ULM,58,App State,66
2025-01-25,Cleveland St.,81,Green Bay,66
2025-01-25,Arkansas St.,80,Texas St.,65
2025-01-25,Ga. Southern,67,Marshall,71
2025-01-25,Florida,89,Georgia,59
2025-01-25,Sam Houston,66,Western Ky.,75
2025-01-25,Charleston So.,61,UNC Asheville,69
2025-01-25,ETSU,63,Chattanooga,71
2025-01-25,Valparaiso,68,Evansville,78
2025-01-25,UAlbany,68,NJIT,62
2025-01-25,N.C. Central,82,South Carolina St.,77
2025-01-25,Alabama St.,66,Prairie View,63
2025-01-25,UTSA,88,Temple,79
2025-01-25,Butler,86,DePaul,69
2025-01-25,UCF,85,TCU,58
2025-01-25,Alcorn,64,Florida A&M,65
2025-01-25,Abilene Christian,76,UT Arlington,79
2025-01-25,UMES,66,Delaware St.,73
2025-01-25,Missouri St.,62,Drake,69
2025-01-25,Jackson St.,86,Bethune-Cookman,81
2025-01-25,Eastern Ky.,81,FGCU,77
2025-01-25,Sacramento St.,81,Weber St.,87
2025-01-25,Air Force,58,Utah St.,87
2025-01-25,American,81,Colgate,77
2025-01-25,Georgia St.,79,James Madison,86
2025-01-25,Minnesota,77,Oregon,69
2025-01-25,Murray St.,77,Belmont,95
2025-01-25,Morgan St.,80,Coppin St.,64
2025-01-25,Mount St. Mary's,64,Manhattan,74
2025-01-25,UT Martin,85,Tennessee Tech,89
2025-01-25,Presbyterian,69,Radford,82
2025-01-25,A&M-Corpus Christi,61,Nicholls,57
2025-01-25,Wake Forest,56,Duke,63
2025-01-25,Southeastern La.,86,UIW,63
2025-01-25,Utah,61,Baylor,76
2025-01-25,Mercer,74,Furman,79
2025-01-25,Western Ill.,51,Southeast Mo. St.,72
2025-01-25,Lindenwood,46,Little Rock,78
2025-01-25,Eastern Ill.,60,Southern Ind.,64
2025-01-25,SIUE,65,Morehead St.,54
2025-01-25,NIU,76,Ball St.,66
2025-01-25,Virginia Tech,57,Clemson,72
2025-01-25,Alabama A&M,78,Texas Southern,82
2025-01-25,Portland St.,76,Idaho St.,59
2025-01-25,Eastern Wash.,62,Northern Colo.,67
2025-01-25,North Dakota St.,87,North Dakota,82
2025-01-25,Cal Poly,78,Long Beach St.,69
2025-01-25,UTRGV,63,McNeese,93
2025-01-25,Missouri,83,Ole Miss,75
2025-01-25,Troy,65,South Alabama,55
2025-01-25,FIU,59,Liberty,82
2025-01-25,Oregon St.,83,Santa Clara,69
2025-01-25,Samford,77,Wofford,61
2025-01-25,South Dakota St.,90,South Dakota,71
2025-01-25,SFA,54,Northwestern St.,57
2025-01-25,Kansas St.,73,West Virginia,60
2025-01-25,New Orleans,76,Houston Christian,86
2025-01-25,Richmond,66,Davidson,72
2025-01-25,Ark.-Pine Bluff,67,Southern U.,83
2025-01-25,Virginia,59,Notre Dame,74
2025-01-25,Louisiana Tech,75,Middle Tenn.,69
2025-01-25,Kansas,86,Houston,92
2025-01-25,Elon,62,Col. of Charleston,76
2025-01-25,Central Mich.,73,Western Mich.,52
2025-01-25,UNCW,83,Hampton,62
2025-01-25,Stanford,78,Florida St.,71
2025-01-25,Old Dominion,74,Coastal Carolina,52
2025-01-25,Lehigh,86,Lafayette,47
2025-01-25,Lamar University,61,East Texas A&M,58
2025-01-25,Mississippi Val.,54,Grambling,65
2025-01-25,Fairfield,54,Merrimack,75
2025-01-25,North Ala.,88,Austin Peay,84
2025-01-25,Fresno St.,64,Colorado St.,69
2025-01-25,San Jose St.,67,Wyoming,58
2025-01-25,Louisiana,59,Southern Miss.,67
2025-01-25,Xavier,76,UConn,72
2025-01-25,Washington St.,75,Saint Mary's (CA),80
2025-01-25,Portland,62,Gonzaga,105
2025-01-25,Kansas City,65,St. Thomas (MN),68
2025-01-25,Oral Roberts,76,Omaha,84
2025-01-25,Alabama,80,LSU,73
2025-01-25,Auburn,53,Tennessee,51
2025-01-25,Southern Utah,60,California Baptist,76
2025-01-25,California,98,Miami (FL),94
2025-01-25,Arkansas,62,Oklahoma,65
2025-01-25,Montana,77,Montana St.,70
2025-01-25,Cal St. Fullerton,75,UC Santa Barbara,83
2025-01-25,UTEP,73,Kennesaw St.,71
2025-01-25,New Mexico St.,59,Jacksonville St.,65
2025-01-25,Utah Tech,66,Grand Canyon,79
2025-01-25,CSU Bakersfield,79,UC Riverside,83
2025-01-25,UC Irvine,71,Hawaii,55
2025-01-25,UC San Diego,79,CSUN,54
2025-01-25,Nevada,50,San Diego St.,69
2025-01-25,Pepperdine,60,Pacific,44
2025-01-25,Seattle U,66,Utah Valley,70
2025-01-25,San Francisco,81,San Diego,69
2025-01-25,BYU,80,Cincinnati,52
2025-01-26,Indiana,78,Maryland,79
2025-01-26,Fordham,65,Duquesne,63
2025-01-26,Mercyhurst,85,LIU,80
2025-01-26,Central Conn. St.,81,Chicago St.,64
2025-01-26,Wisconsin,83,Nebraska,55
2025-01-26,Memphis,100,UAB,77
2025-01-26,Stonehill,54,FDU,65
2025-01-26,Saint Francis,66,Wagner,68
2025-01-26,North Texas,77,Fla. Atlantic,64
2025-01-26,Texas Tech,64,Oklahoma St.,54
2025-01-26,Tulsa,84,Wichita St.,77
2025-01-26,Illinois,83,Northwestern,74
2025-01-26,Army West Point,53,Navy,66
2025-01-27,Little Rock,54,Eastern Ill.,56
2025-01-27,Alcorn,70,Bethune-Cookman,61
2025-01-27,Troy,70,Southern Miss.,61
2025-01-27,Michigan,76,Penn St.,72
2025-01-27,Boston U.,69,Holy Cross,59
2025-01-27,Ark.-Pine Bluff,77,Grambling,81
2025-01-27,ULM,77,South Alabama,66
2025-01-27,UTRGV,75,Nicholls,82
2025-01-27,Ohio St.,82,Iowa,65
2025-01-27,Lamar University,69,Northwestern St.,59
2025-01-27,Jackson St.,62,Florida A&M,72
2025-01-27,New Orleans,58,UIW,74
2025-01-27,A&M-Corpus Christi,73,McNeese,74
2025-01-27,Duke,74,NC State,64
2025-01-27,Southeastern La.,62,Houston Christian,70
2025-01-27,SFA,79,East Texas A&M,72
2025-01-27,Alabama A&M,98,Prairie View,82
2025-01-27,Mississippi Val.,42,Southern U.,63
2025-01-27,Alabama St.,69,Texas Southern,80
2025-01-27,Northeastern,65,Towson,75
2025-01-27,Southern California,76,UCLA,82
2025-01-27,Arizona,86,Iowa St.,75
2025-01-28,Georgetown,41,St. John's (NY),66
2025-01-28,Ball St.,71,Western Mich.,74
2025-01-28,Miami (OH),89,Eastern Mich.,80
2025-01-28,Kent St.,75,Bowling Green,57
2025-01-28,Georgia,71,South Carolina,60
2025-01-28,Buffalo,75,Central Mich.,69
2025-01-28,NIU,70,Akron,80
2025-01-28,South Fla.,69,Rice,64
2025-01-28,Seton Hall,67,Providence,69
2025-01-28,Ohio,83,Toledo,86
2025-01-28,Louisville,72,Wake Forest,59
2025-01-28,Tennessee,73,Kentucky,78
2025-01-28,Morehead St.,66,Southern Ind.,65
2025-01-28,Valparaiso,75,Southern Ill.,79
2025-01-28,Michigan St.,73,Minnesota,51
2025-01-28,Kansas,91,UCF,87
2025-01-28,St. Bonaventure,75,Dayton,53
2025-01-28,Saint Louis,78,VCU,69
2025-01-28,Butler,69,Marquette,78
2025-01-28,Wyoming,83,Fresno St.,72
2025-01-28,Colorado St.,79,Air Force,58
2025-01-28,Pittsburgh,73,North Carolina,65
2025-01-28,Notre Dame,71,Georgia Tech,68
2025-01-28,Texas A&M,75,Oklahoma,68
2025-01-28,BYU,93,Baylor,89
2025-01-28,Colorado,68,Arizona St.,70
2025-01-28,Utah,69,Cincinnati,66
2025-01-28,Gonzaga,98,Oregon St.,60
2025-01-28,San Diego St.,71,San Jose St.,68
2025-01-29,Army West Point,84,Colgate,72
2025-01-29,USC Upstate,75,Charleston So.,82
2025-01-29,Furman,72,Samford,70
2025-01-29,App State,77,Old Dominion,78
2025-01-29,UNC Asheville,72,Radford,65
2025-01-29,Winthrop,76,Presbyterian,67
2025-01-29,North Florida,101,Stetson,100
2025-01-29,Bucknell,79,Loyola Maryland,67
2025-01-29,Lehigh,54,Navy,79
2025-01-29,Jacksonville,79,FGCU,83
2025-01-29,Wofford,67,VMI,74
2025-01-29,George Washington,75,Richmond,66
2025-01-29,Maryland,76,Wisconsin,68
2025-01-29,Indiana St.,72,Missouri St.,67
2025-01-29,Miami (FL),71,Virginia,82
2025-01-29,Mercer,80,The Citadel,46
2025-01-29,La Salle,72,Fordham,88
2025-01-29,George Mason,58,Loyola Chicago,53
2025-01-29,Florida St.,66,Virginia Tech,76
2025-01-29,Rhode Island,88,Massachusetts,82
2025-01-29,Drake,66,UNI,52
2025-01-29,LSU,74,Auburn,87
2025-01-29,Western Caro.,60,Chattanooga,84
2025-01-29,Texas Tech,71,TCU,57
2025-01-29,Lafayette,68,American,75
2025-01-29,Queens (NC),75,North Ala.,67
2025-01-29,West Virginia,49,Houston,63
2025-01-29,Gardner-Webb,92,Longwood,87
2025-01-29,Saint Joseph's,76,Duquesne,72
2025-01-29,Temple,90,Charlotte,89
2025-01-29,UNC Greensboro,70,ETSU,65
2025-01-29,Fla. Atlantic,94,UTSA,74
2025-01-29,Wichita St.,54,North Texas,58
2025-01-29,Central Ark.,75,West Ga.,70
2025-01-29,South Dakota,91,Omaha,87
2025-01-29,St. Thomas (MN),86,Oral Roberts,71
2025-01-29,UConn,72,DePaul,61
2025-01-29,Evansville,78,Murray St.,74
2025-01-29,Southern Miss.,68,Arkansas St.,81
2025-01-29,Creighton,86,Xavier,77
2025-01-29,Kansas St.,85,Oklahoma St.,57
2025-01-29,Bradley,70,UIC,93
2025-01-29,Tulsa,68,UAB,78
2025-01-29,Santa Clara,54,Saint Mary's (CA),67
2025-01-29,Mississippi St.,84,Alabama,88
2025-01-29,Northwestern,72,Rutgers,79
2025-01-29,Illinois St.,81,Belmont,78
2025-01-29,SMU,76,California,65
2025-01-29,Ole Miss,72,Texas,69
2025-01-29,Boise St.,66,Nevada,56
2025-01-29,Utah St.,76,UNLV,71
2025-01-29,Stanford,70,Syracuse,61
2025-01-30,Maine,71,New Hampshire,46
2025-01-30,Col. of Charleston,81,Stony Brook,74
2025-01-30,Binghamton,75,Vermont,72
2025-01-30,Penn St.,64,Ohio St.,83
2025-01-30,Youngstown St.,88,Wright St.,86
2025-01-30,Delaware,66,Towson,76
2025-01-30,NJIT,83,UMass Lowell,62
2025-01-30,Elon,63,Hofstra,74
2025-01-30,Oakland,68,Green Bay,54
2025-01-30,Robert Morris,106,IU Indy,53
2025-01-30,LIU,50,Central Conn. St.,63
2025-01-30,Hampton,69,Northeastern,78
2025-01-30,Troy,81,Ga. Southern,74
2025-01-30,Jacksonville St.,71,FIU,67
2025-01-30,Mercyhurst,62,Saint Francis,58
2025-01-30,Marshall,81,Georgia St.,85
2025-01-30,N.C. A&T,59,UNCW,83
2025-01-30,James Madison,73,Coastal Carolina,64
2025-01-30,Monmouth,104,Drexel,97
2025-01-30,Campbell,96,William & Mary,55
2025-01-30,FDU,78,Le Moyne,74
2025-01-30,Detroit Mercy,68,Northern Ky.,57
2025-01-30,UMBC,86,Bryant,92
2025-01-30,Stonehill,73,Wagner,61
2025-01-30,Morehead St.,64,Tennessee Tech,72
2025-01-30,Middle Tenn.,57,New Mexico St.,61
2025-01-30,North Dakota St.,62,South Dakota St.,72
2025-01-30,Tarleton St.,61,Utah Tech,54
2025-01-30,Texas St.,61,Louisiana,70
2025-01-30,South Alabama,58,ULM,62
2025-01-30,Austin Peay,86,Bellarmine,77
2025-01-30,UT Arlington,70,Southern Utah,68
2025-01-30,Little Rock,70,Tennessee St.,72
2025-01-30,Western Ky.,78,UTEP,74
2025-01-30,Lipscomb,71,Eastern Ky.,80
2025-01-30,Kennesaw St.,68,Liberty,76
2025-01-30,Western Ill.,59,Eastern Ill.,71
2025-01-30,Lindenwood,65,SIUE,63
2025-01-30,Southeast Mo. St.,90,UT Martin,79
2025-01-30,Nebraska,80,Illinois,74
2025-01-30,Idaho St.,78,Eastern Wash.,70
2025-01-30,Denver,69,Kansas City,68
2025-01-30,Purdue Fort Wayne,58,Cleveland St.,68
2025-01-30,Montana St.,70,Sacramento St.,58
2025-01-30,Weber St.,74,Idaho,82
2025-01-30,Tulane,56,Memphis,68
2025-01-30,Montana,92,Portland St.,78
2025-01-30,CSU Bakersfield,81,Cal Poly,90
2025-01-30,Long Beach St.,75,UC Irvine,80
2025-01-30,UC Santa Barbara,71,CSUN,78
2025-01-30,California Baptist,83,Abilene Christian,60
2025-01-30,LMU (CA),88,Portland,63
2025-01-30,Pacific,70,Washington St.,68
2025-01-30,UC Riverside,60,UC Davis,58
2025-01-30,San Diego,90,Pepperdine,98
2025-01-30,UCLA,78,Oregon,52
2025-01-30,Grand Canyon,83,Seattle U,74
2025-01-31,Hawaii,63,UC San Diego,74
2025-01-31,Princeton,70,Yale,77
2025-01-31,Georgetown,73,Butler,70
2025-01-31,Penn,79,Brown,88
2025-01-31,Rider,67,Saint Peter's,64
2025-01-31,Canisius,63,Niagara,64
2025-01-31,Columbia,82,Harvard,90
2025-01-31,Manhattan,76,Iona,55
2025-01-31,Kent St.,71,Akron,85
2025-01-31,Merrimack,58,Mount St. Mary's,66
2025-01-31,Quinnipiac,81,Fairfield,69
2025-01-31,Saint Louis,63,Dayton,71
2025-01-31,Cornell,76,Dartmouth,64
2025-01-31,Purdue,81,Indiana,76
2025-01-31,Marist,72,Siena,67
2025-02-01,Tennessee,64,Florida,44
2025-02-01,St. John's (NY),68,Providence,66
2025-02-01,Minnesota,68,Washington,71
2025-02-01,Wake Forest,76,Pittsburgh,74
2025-02-01,St. Bonaventure,74,Fordham,72
2025-02-01,FGCU,82,Stetson,56
2025-02-01,UMBC,67,UMass Lowell,83
2025-02-01,Queens (NC),87,West Ga.,68
2025-02-01,Wagner,73,Le Moyne,61
2025-02-01,Mississippi St.,61,Missouri,88
2025-02-01,Arizona St.,72,Arizona,81
2025-02-01,Western Mich.,61,Eastern Mich.,54
2025-02-01,Chicago St.,73,LIU,67
2025-02-01,App State,80,Georgia St.,76
2025-02-01,Detroit Mercy,67,Green Bay,57
2025-02-01,The Citadel,58,Samford,83
2025-02-01,Villanova,60,Creighton,62
